Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,Team,Season,Pos,Conference
3,Shaquille O'Neal,32,73,73,34.1,9,15,0.601,0,0,NA,9,15,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,MIA,2005,C,East
11,Michael Doleac,27,80,8,14.7,1.9,4.1,0.447,0,0,0,1.9,4.1,0.45,0.447,0.3,0.5,0.61,0.9,2.3,3.2,0.6,0.3,0.3,0.5,2,4,MIA,2005,C,East
13,Alonzo Mourning,34,19,3,12.9,1.7,3.3,0.516,0,0,NA,1.7,3.3,0.516,0.516,1.6,2.9,0.564,1.2,2.6,3.7,0.2,0.2,1.7,0.6,1.7,5,MIA,2005,C,East
17,Wang Zhizhi,27,20,0,4.6,0.9,1.8,0.472,0.1,0.2,0.667,0.8,1.7,0.455,0.5,0.4,0.6,0.583,0.3,0.6,0.9,0.3,0.2,0.1,0.3,0.5,2.2,MIA,2005,C,East
4,Nazr Mohammed,27,54,54,28.1,4.3,8.5,0.509,0,0,0,4.3,8.5,0.51,0.509,2.2,3.2,0.708,3.1,5,8.1,0.5,1,1,1.5,3.2,10.9,NYK,2005,C,East
10,Mike Sweetney,22,77,28,19.6,3.1,5.8,0.531,0,0,0,3.1,5.8,0.533,0.531,2.3,3.1,0.749,2.2,3.2,5.4,0.6,0.4,0.4,1.4,2.9,8.4,NYK,2005,C,East
12,Maurice Taylor,28,27,0,16,2.8,5.7,0.494,0,0,0,2.8,5.7,0.497,0.494,0.9,1.6,0.558,1,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5,NYK,2005,C,East
18,Bruno Šundov,24,21,0,3.5,0.5,1.8,0.297,0,0.1,0.333,0.5,1.6,0.294,0.311,0.1,0.1,1,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,1.2,NYK,2005,C,East
19,Jackie Butler,19,3,0,1.7,1.3,1.3,1,0,0,NA,1.3,1.3,1,1,0.7,0.7,1,0,0,0,0,0.3,0,0.3,0,3.3,NYK,2005,C,East
6,Samuel Dalembert,23,72,60,24.8,3.5,6.6,0.524,0,0,NA,3.5,6.6,0.524,0.524,1.2,2.1,0.601,2.6,4.9,7.5,0.5,0.6,1.7,1.6,3.3,8.2,PHI,2005,C,East
7,Marc Jackson,30,81,23,24.4,4.2,9,0.465,0,0,0,4.2,9,0.466,0.465,3.6,4.3,0.828,2.3,2.7,5,1,0.4,0.2,1.6,2.1,12,PHI,2005,C,East
7,Kelvin Cato,30,62,50,24.6,2.6,4.8,0.539,0,0,NA,2.6,4.8,0.539,0.539,1.8,2.3,0.783,1.6,5.1,6.7,0.6,0.9,1.3,1,2.7,7,ORL,2005,C,East
8,Tony Battie,28,81,32,23.4,2,4.4,0.46,0,0.1,0,2,4.3,0.468,0.46,0.8,1.2,0.723,1.3,4.2,5.6,0.5,0.4,1,1,3,4.9,ORL,2005,C,East
15,Mario Kasun,24,45,0,7.9,1,2.2,0.48,0,0,0,1,2.2,0.485,0.48,0.5,1,0.558,1.2,1.7,2.8,0.2,0.2,0.3,0.6,1.9,2.6,ORL,2005,C,East
18,Andrew DeClercq,31,8,0,6.1,0.5,1.1,0.444,0,0,NA,0.5,1.1,0.444,0.444,0.1,0.4,0.333,0.9,0.4,1.3,0,0.3,0,0.1,1.8,1.1,ORL,2005,C,East
6,Mark Blount,29,82,57,26,4,7.5,0.529,0,0,0,4,7.5,0.53,0.529,1.4,2,0.713,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,9.4,BOS,2005,C,East
14,Kendrick Perkins,20,60,3,9.1,0.9,2,0.471,0,0,NA,0.9,2,0.471,0.471,0.6,1,0.638,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,2.5,BOS,2005,C,East
5,Brendan Haywood,25,68,68,27.4,3.5,6.3,0.56,0,0,NA,3.5,6.3,0.56,0.56,2.3,3.8,0.609,3,3.9,6.8,0.8,0.8,1.7,1.4,3.2,9.4,WAS,2005,C,East
8,Etan Thomas,26,47,10,20.8,2.7,5.4,0.502,0,0,NA,2.7,5.4,0.502,0.502,1.6,3.1,0.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1,WAS,2005,C,East
10,Michael Ruffin,28,79,7,16,0.5,1.3,0.414,0,0,0,0.5,1.2,0.418,0.414,0.4,0.8,0.433,2,2.2,4.2,0.8,0.5,0.5,0.6,2.4,1.4,WAS,2005,C,East
16,Peter John Ramos,19,6,0,3.3,0.8,1.7,0.5,0,0,NA,0.8,1.7,0.5,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8,WAS,2005,C,East
7,Dale Davis,35,25,25,29.2,2.7,5,0.536,0,0,NA,2.7,5,0.536,0.536,1.5,2.4,0.623,3.6,5.2,8.9,1,0.8,1.3,0.9,3.3,6.9,IND,2005,C,East
9,Jeff Foster,28,61,43,26.1,2.8,5.3,0.519,0,0.1,0,2.8,5.2,0.527,0.519,1.5,2.3,0.634,3.4,5.7,9,0.7,0.8,0.2,0.9,3,7,IND,2005,C,East
11,David Harrison,22,43,14,17.7,2.5,4.3,0.576,0,0,NA,2.5,4.3,0.576,0.576,1.2,2.1,0.571,1.1,2,3.1,0.3,0.4,1.3,1.2,3.1,6.1,IND,2005,C,East
12,Scot Pollard,29,49,17,17.7,1.6,3.4,0.473,0,0,NA,1.6,3.4,0.473,0.473,0.7,1,0.673,1.7,2.4,4.2,0.4,0.6,0.5,0.6,2.5,3.9,IND,2005,C,East
20,John Edwards,23,25,1,5.6,0.4,1.2,0.367,0,0,NA,0.4,1.2,0.367,0.367,0.3,0.6,0.5,0.3,0.4,0.8,0.1,0.1,0.2,0.3,0.5,1.2,IND,2005,C,East
8,Matt Bonner,24,82,0,18.9,3,5.6,0.533,0.5,1.1,0.424,2.5,4.5,0.561,0.576,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,TOR,2005,C,East
10,Loren Woods,26,45,30,15.8,1.6,3.6,0.433,0,0,0,1.6,3.6,0.436,0.433,0.8,1.3,0.576,1.8,3.1,4.9,0.4,0.2,0.9,0.8,1.7,3.9,TOR,2005,C,East
13,Rafael Araújo,24,59,41,12.5,1.3,3,0.434,0,0.1,0.333,1.3,2.9,0.436,0.437,0.7,0.9,0.782,1,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3,TOR,2005,C,East
14,Pape Sow,23,27,4,9.4,0.9,2.1,0.397,0,0,NA,0.9,2.1,0.397,0.397,0.6,1,0.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3,TOR,2005,C,East
15,Jérôme Moïso,26,8,1,8.6,0.4,1.1,0.333,0,0.1,0,0.4,1,0.375,0.333,1,1.1,0.889,0.8,2.1,2.9,0,0.3,0.4,0.8,0.9,1.8,TOR,2005,C,East
16,Aaron Williams,33,23,4,7.2,0.7,1.6,0.417,0,0,NA,0.7,1.6,0.417,0.417,0.3,0.3,0.857,0.4,0.8,1.3,0.1,0,0.1,0.3,2,1.6,TOR,2005,C,East
3,Ben Wallace,30,74,74,36.1,4,8.8,0.453,0,0.1,0.111,4,8.7,0.458,0.454,1.8,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,DET,2005,C,East
10,Elden Campbell,36,30,1,11.3,1.3,3.9,0.336,0,0.1,0,1.3,3.8,0.342,0.336,1.3,1.7,0.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9,DET,2005,C,East
12,Derrick Coleman,37,5,0,10,0.6,2.8,0.214,0,0.4,0,0.6,2.4,0.25,0.214,0.6,0.6,1,0.6,2.4,3,0,0,0,0.4,1.2,1.8,DET,2005,C,East
15,Darko Miličić,19,37,2,6.9,0.7,2.1,0.329,0,0,NA,0.7,2.1,0.329,0.329,0.5,0.6,0.708,0.1,1.1,1.2,0.2,0.1,0.5,0.4,0.8,1.8,DET,2005,C,East
7,Dan Gadzuric,26,81,81,22,3,5.6,0.539,0,0,NA,3,5.6,0.539,0.539,1.3,2.5,0.538,3.2,5.1,8.3,0.4,0.6,1.3,1,2.8,7.3,MIL,2005,C,East
11,Zaza Pachulia,20,74,4,18.9,2.2,4.8,0.452,0,0,0,2.2,4.8,0.453,0.452,1.9,2.5,0.746,1.8,3.3,5.1,0.8,0.6,0.5,0.9,2.2,6.2,MIL,2005,C,East
14,Calvin Booth,28,17,0,11.1,0.9,1.7,0.517,0,0,NA,0.9,1.7,0.517,0.517,0.7,0.9,0.75,0.8,2.1,2.9,0.2,0.2,0.7,0.5,1.4,2.5,MIL,2005,C,East
15,Zendon Hamilton,29,16,0,9.9,0.7,2,0.344,0,0,NA,0.7,2,0.344,0.344,1.8,3,0.604,1.1,1.5,2.6,0.4,0.3,0.1,0.8,1.6,3.2,MIL,2005,C,East
16,Daniel Santiago,28,11,0,9.5,0.6,1.9,0.333,0,0,NA,0.6,1.9,0.333,0.333,0.7,1,0.727,0.5,1.2,1.7,0.1,0.3,0.4,0.4,2.5,2,MIL,2005,C,East
3,Zydrunas Ilgauskas,29,78,78,33.5,5.9,12.6,0.468,0,0.1,0.286,5.8,12.5,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4,16.9,CLE,2005,C,East
7,Robert Traylor,27,74,6,17.9,2.4,5.4,0.444,0,0.1,0,2.4,5.3,0.453,0.444,0.7,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1,2.9,5.5,CLE,2005,C,East
13,Scott Williams,36,19,0,8,0.6,2.2,0.293,0,0.1,0,0.6,2.1,0.3,0.293,0.5,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7,CLE,2005,C,East
14,DeSagana Diop,23,39,0,7.8,0.5,1.8,0.29,0,0.1,0,0.5,1.7,0.299,0.29,0,0.1,0,0.8,1,1.8,0.4,0.2,0.7,0.3,1.4,1,CLE,2005,C,East
8,Predrag Drobnjak,29,71,1,20.2,3.4,7.6,0.438,0.4,1,0.352,3,6.6,0.451,0.461,1.4,1.7,0.8,1,2.3,3.4,0.7,0.6,0.3,1.1,1.9,8.4,ATL,2005,C,East
11,Obinna Ekezie,29,42,31,17.4,1.9,4.3,0.434,0,0,0,1.9,4.3,0.436,0.434,1.7,2.2,0.774,1.6,2.6,4.3,0.3,0.5,0.3,1.1,3.1,5.5,ATL,2005,C,East
13,Jason Collier,27,70,44,13.5,2.5,5.4,0.463,0.1,0.2,0.429,2.4,5.2,0.464,0.471,0.7,1,0.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7,ATL,2005,C,East
16,Kevin Willis,42,29,5,11.9,1.2,3.1,0.389,0,0.1,0,1.2,3,0.398,0.389,0.6,0.8,0.739,1,1.6,2.6,0.3,0.3,0.2,0.5,1.8,3,ATL,2005,C,East
18,Jelani McCoy,27,10,0,8.8,0.7,1.3,0.538,0,0,NA,0.7,1.3,0.538,0.538,0.1,0.5,0.2,0.7,1.4,2.1,0,0.3,0.8,0.6,2.4,1.5,ATL,2005,C,East
2,Eddy Curry,22,63,60,28.7,6.2,11.6,0.538,0,0,NA,6.2,11.6,0.538,0.538,3.6,5,0.72,1.8,3.5,5.4,0.6,0.3,0.9,2.6,3.2,16.1,CHI,2005,C,East
3,Tyson Chandler,22,80,10,27.4,2.6,5.2,0.494,0,0,0,2.6,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8,CHI,2005,C,East
15,Jared Reiner,22,19,2,6.9,0.5,1.6,0.333,0,0,NA,0.5,1.6,0.333,0.333,0.1,0.2,0.25,0.7,1.3,2,0.1,0.2,0.4,0.5,1.8,1.1,CHI,2005,C,East
5,Jason Collins,26,80,80,31.8,2.3,5.6,0.412,0,0.1,0.333,2.3,5.6,0.413,0.415,1.7,2.6,0.656,1.9,4.2,6.1,1.3,0.9,0.9,1.1,4,6.4,NJN,2005,C,East
17,Aaron Williams,33,19,0,7.9,0.7,1.4,0.519,0,0,NA,0.7,1.4,0.519,0.519,0.5,0.5,0.9,0.4,1.3,1.6,0.3,0.2,0.3,0.6,1.3,1.9,NJN,2005,C,East
20,Elden Campbell,36,10,0,5,0,0.7,0,0,0,NA,0,0.7,0,0,0.2,0.4,0.5,0.3,0.8,1.1,0.3,0,0.1,0.1,1,0.2,NJN,2005,C,East
22,Jérôme Moïso,26,8,0,3,0.4,0.5,0.75,0,0,NA,0.4,0.5,0.75,0.75,0.3,0.5,0.5,0.4,0.5,0.9,0,0,0.1,0.1,0.3,1,NJN,2005,C,East
2,Primož Brezec,25,72,72,31.6,5.4,10.5,0.512,0,0,NA,5.4,10.5,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,2.5,13,CHA,2005,C,East
19,Jahidi White,28,17,0,7.9,0.8,1.8,0.452,0,0,NA,0.8,1.8,0.452,0.452,0.8,2.4,0.35,0.6,1.4,2,0.1,0.1,0.7,0.6,1.8,2.5,CHA,2005,C,East
4,Shaquille O'Neal,33,59,58,30.6,8.1,13.6,0.6,0,0,NA,8.1,13.6,0.6,0.6,3.7,8,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20,MIA,2006,C,East
9,Alonzo Mourning,35,65,20,20,2.9,4.8,0.597,0,0,0,2.9,4.8,0.599,0.597,2,3.4,0.594,1.9,3.6,5.5,0.2,0.2,2.7,1.2,2.7,7.8,MIA,2006,C,East
13,Michael Doleac,28,31,3,12,1.2,2.8,0.42,0,0,NA,1.2,2.8,0.42,0.42,0.8,1,0.8,0.7,2,2.7,0.3,0.3,0.2,0.5,1.5,3.2,MIA,2006,C,East
16,Earl Barron,24,8,0,5.6,0.6,2,0.313,0,0,NA,0.6,2,0.313,0.313,0.4,0.5,0.75,0.3,1,1.3,0,0,0,0.6,1.3,1.6,MIA,2006,C,East
6,Eddy Curry,23,72,69,25.9,4.7,8.3,0.563,0,0,NA,4.7,8.3,0.563,0.563,4.3,6.8,0.632,2,4,6,0.3,0.4,0.8,2.5,3.3,13.6,NYK,2006,C,East
7,Channing Frye,22,65,14,24.2,4.7,9.8,0.477,0,0.1,0.333,4.6,9.7,0.479,0.479,2.9,3.5,0.825,2.1,3.6,5.8,0.8,0.5,0.7,1.5,3.1,12.3,NYK,2006,C,East
18,Jackie Butler,20,55,0,13.5,2.1,3.9,0.544,0,0,NA,2.1,3.9,0.544,0.544,1.1,1.4,0.753,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3,NYK,2006,C,East
19,Jerome James,30,45,9,9,1.2,2.7,0.463,0,0,NA,1.2,2.7,0.463,0.463,0.6,0.9,0.625,0.9,1.2,2,0.3,0.1,0.5,1.1,2.3,3,NYK,2006,C,East
5,Samuel Dalembert,24,66,52,26.7,3,5.6,0.531,0,0,0,3,5.6,0.533,0.531,1.4,2,0.705,2.4,5.8,8.2,0.4,0.5,2.4,1.6,3.7,7.3,PHI,2006,C,East
7,Steven Hunter,24,69,35,19,2.5,4.2,0.601,0,0,NA,2.5,4.2,0.601,0.601,1,2,0.514,1.6,2.3,3.9,0.2,0.2,1.1,0.9,1.7,6.1,PHI,2006,C,East
16,Zendon Hamilton,30,1,0,3,0,1,0,0,0,NA,0,1,0,0,1,2,0.5,0,0,0,0,1,0,0,1,1,PHI,2006,C,East
17,Deng Gai,23,2,0,2.5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,PHI,2006,C,East
7,Tony Battie,29,82,82,27,3.4,6.7,0.507,0,0.1,0,3.4,6.7,0.513,0.507,1.1,1.6,0.664,1.8,3.8,5.6,0.6,0.6,0.8,1.1,3,7.9,ORL,2006,C,East
10,Darko Miličić,20,30,1,20.9,3.4,6.7,0.507,0,0,NA,3.4,6.7,0.507,0.507,0.8,1.4,0.595,1.1,3,4.1,1.1,0.4,2.1,1.2,2.2,7.6,ORL,2006,C,East
13,Kelvin Cato,31,23,0,13,1.3,3.1,0.431,0,0,NA,1.3,3.1,0.431,0.431,1.1,1.5,0.743,0.8,1.9,2.7,0.1,0.3,0.4,0.7,2.1,3.8,ORL,2006,C,East
18,Mario Kasun,25,28,0,7.6,1.1,2.5,0.449,0,0,NA,1.1,2.5,0.449,0.449,0.6,0.8,0.783,0.9,1.3,2.1,0.1,0.1,0.1,0.5,2.5,2.9,ORL,2006,C,East
5,Mark Blount,30,39,25,27.8,5,9.7,0.511,0,0,NA,5,9.7,0.511,0.511,2.5,3.3,0.764,0.9,3.2,4.2,1.7,0.4,0.9,3.1,2.7,12.4,BOS,2006,C,East
8,Kendrick Perkins,21,68,40,19.6,2,3.9,0.515,0,0,0,2,3.9,0.519,0.515,1.2,1.9,0.615,2.1,3.9,5.9,1,0.3,1.5,1.6,2.9,5.2,BOS,2006,C,East
16,Michael Olowokandi,30,16,0,10.4,1.3,2.8,0.444,0,0,NA,1.3,2.8,0.444,0.444,0.3,0.5,0.625,0.3,2.3,2.6,0.4,0.2,0.4,0.9,1.4,2.8,BOS,2006,C,East
7,Brendan Haywood,26,79,70,23.8,2.8,5.5,0.514,0,0,NA,2.8,5.5,0.514,0.514,1.7,2.8,0.585,2.5,3.4,5.9,0.6,0.4,1.3,1.2,2.9,7.3,WAS,2006,C,East
9,Etan Thomas,27,71,9,15.8,1.8,3.5,0.533,0,0,NA,1.8,3.5,0.533,0.533,1.1,1.8,0.6,1.4,2.5,3.9,0.2,0.3,1,0.7,2.1,4.7,WAS,2006,C,East
10,Michael Ruffin,29,76,4,13.3,0.4,1,0.442,0,0,0,0.4,1,0.453,0.442,0.5,1,0.5,1.6,2,3.6,0.4,0.4,0.4,0.5,2.4,1.4,WAS,2006,C,East
13,Calvin Booth,29,33,2,7.6,0.6,1.4,0.426,0,0.1,0.5,0.6,1.4,0.422,0.436,0.2,0.3,0.556,0.6,1,1.6,0.4,0.3,0.3,0.2,1.3,1.4,WAS,2006,C,East
8,Jeff Foster,29,63,37,25.1,2.2,4,0.552,0,0.1,0,2.2,3.9,0.561,0.552,1.5,2.5,0.604,3.6,5.6,9.1,0.8,0.7,0.4,1,3,5.9,IND,2006,C,East
12,Scot Pollard,30,45,32,17.1,1.6,3.4,0.455,0,0,NA,1.6,3.4,0.455,0.455,0.6,0.8,0.763,1.6,3.2,4.8,0.5,0.8,0.4,0.6,2.6,3.8,IND,2006,C,East
13,David Harrison,23,67,17,15.4,2.2,4.4,0.503,0,0,NA,2.2,4.4,0.503,0.503,1.3,2.6,0.511,1.3,2.5,3.8,0.2,0.3,0.9,1.2,2.9,5.7,IND,2006,C,East
1,Chris Bosh,21,70,70,39.3,7.8,15.5,0.505,0,0.2,0,7.8,15.3,0.511,0.505,6.8,8.3,0.816,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3,22.5,TOR,2006,C,East
6,Antonio Davis,37,8,8,23.9,1.8,3.9,0.452,0,0,NA,1.8,3.9,0.452,0.452,0.9,2.5,0.35,1.9,2.6,4.5,0.9,0.4,0.1,1,3.3,4.4,TOR,2006,C,East
11,Pape Sow,24,42,25,14,1.3,2.9,0.431,0,0,NA,1.3,2.9,0.431,0.431,1,1.4,0.719,1.3,2.2,3.5,0.2,0.5,0.5,0.7,2.8,3.5,TOR,2006,C,East
13,Loren Woods,27,27,4,12,1,2.2,0.475,0,0,0,1,2.1,0.483,0.475,0.2,0.5,0.429,1.6,2.4,4.1,0.1,0.3,0.9,0.6,1.8,2.3,TOR,2006,C,East
14,Rafael Araújo,25,52,34,11.6,1,2.8,0.366,0,0,0,1,2.8,0.368,0.366,0.3,0.5,0.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2,2.3,TOR,2006,C,East
17,Aaron Williams,34,14,3,7.1,0.7,1.4,0.526,0,0,NA,0.7,1.4,0.526,0.526,0.4,0.4,0.833,0.4,0.7,1.1,0.1,0.3,0.2,0.4,2,1.8,TOR,2006,C,East
4,Ben Wallace,31,82,82,35.2,2.9,5.7,0.51,0,0,0,2.9,5.6,0.514,0.51,1.5,3.6,0.416,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2,7.3,DET,2006,C,East
13,Kelvin Cato,31,4,0,8.5,1.3,3,0.417,0,0,NA,1.3,3,0.417,0.417,0,0,NA,0.3,1.5,1.8,0.5,0,0.5,0.5,1,2.5,DET,2006,C,East
15,Dale Davis,36,28,2,6.4,0.3,0.9,0.375,0,0,0,0.3,0.8,0.391,0.375,0.3,0.5,0.533,0.8,1.1,1.9,0.2,0,0.3,0.1,0.8,0.9,DET,2006,C,East
17,Darko Miličić,20,25,0,5.6,0.7,1.3,0.515,0,0.1,0,0.7,1.2,0.548,0.515,0.1,0.3,0.375,0.4,0.7,1.1,0.4,0.1,0.6,0.6,1,1.5,DET,2006,C,East
4,Jamaal Magloire,27,82,82,30.1,3.5,7.5,0.467,0,0,NA,3.5,7.5,0.467,0.467,2.2,4.1,0.535,2.7,6.8,9.5,0.7,0.4,1,2,3.4,9.2,MIL,2006,C,East
11,Dan Gadzuric,27,74,0,12,2.3,4.2,0.553,0,0,0,2.3,4.2,0.555,0.553,0.6,1.2,0.461,1.2,1.9,3.1,0.3,0.3,0.6,0.5,2.3,5.2,MIL,2006,C,East
14,Ervin Johnson,38,18,0,4.5,0.4,0.9,0.412,0,0,NA,0.4,0.9,0.412,0.412,0.1,0.1,0.5,0.3,1.1,1.3,0.1,0.1,0.1,0.3,1.3,0.8,MIL,2006,C,East
4,Zydrunas Ilgauskas,30,78,78,29.3,5.8,11.4,0.506,0,0.1,0,5.8,11.3,0.509,0.506,4.1,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2,3.6,15.6,CLE,2006,C,East
9,Anderson Varejão,23,48,4,15.8,1.6,3.1,0.527,0,0,0,1.6,3.1,0.53,0.527,1.3,2.5,0.513,1.6,3.3,4.9,0.4,0.6,0.4,0.6,2.5,4.6,CLE,2006,C,East
11,Alan Henderson,33,51,3,10.4,0.9,1.8,0.516,0,0,NA,0.9,1.8,0.516,0.516,0.6,1,0.673,1.2,1.5,2.7,0.2,0.2,0.2,0.4,1.1,2.5,CLE,2006,C,East
16,Zendon Hamilton,30,11,0,4.2,0.6,1.2,0.538,0,0,NA,0.6,1.2,0.538,0.538,1,1.5,0.688,0.3,0.7,1,0,0.3,0,0.5,0.4,2.3,CLE,2006,C,East
17,Martynas Andriuškevičius,19,6,0,1.5,0,0.2,0,0,0,NA,0,0.2,0,0,0,0,NA,0.2,0.5,0.7,0,0.3,0,0,0.2,0,CLE,2006,C,East
4,Zaza Pachulia,21,78,78,31.4,3.9,8.7,0.451,0,0,0,3.9,8.7,0.452,0.451,3.8,5.2,0.735,3.4,4.5,7.9,1.7,1.1,0.5,2.3,3.7,11.7,ATL,2006,C,East
12,John Edwards,24,40,4,7.4,0.8,1.6,0.484,0,0,NA,0.8,1.6,0.484,0.484,0.2,0.3,0.727,0.5,0.8,1.2,0.1,0.1,0.4,0.3,1.9,1.8,ATL,2006,C,East
14,John Thomas,30,11,0,6,0.3,0.6,0.429,0,0,NA,0.3,0.6,0.429,0.429,0.3,0.4,0.75,0.3,0.6,0.9,0.1,0.2,0,0.4,0.9,0.8,ATL,2006,C,East
6,Tyson Chandler,23,79,50,26.8,2,3.6,0.565,0,0,0,2,3.6,0.567,0.565,1.2,2.4,0.503,3.4,5.7,9,1,0.5,1.3,1.6,3.8,5.3,CHI,2006,C,East
8,Mike Sweetney,23,66,44,18.5,3,6.7,0.45,0,0,NA,3,6.7,0.45,0.45,2,3.1,0.652,1.8,3.5,5.3,0.9,0.3,0.8,1.4,3.2,8.1,CHI,2006,C,East
10,Othella Harrington,32,72,23,11.4,1.9,3.8,0.495,0,0,NA,1.9,3.8,0.495,0.495,1.1,1.7,0.626,0.8,1.4,2.1,0.5,0.1,0.2,0.8,1.8,4.8,CHI,2006,C,East
14,Luke Schenscher,23,20,0,7.5,0.8,1.3,0.615,0,0,NA,0.8,1.3,0.615,0.615,0.2,0.7,0.308,0.4,1.1,1.5,0.4,0.1,0.2,0.3,1.1,1.8,CHI,2006,C,East
5,Jason Collins,27,71,70,26.7,1.5,3.7,0.397,0,0.2,0.25,1.4,3.5,0.404,0.403,0.6,1.2,0.512,1.3,3.5,4.8,1,0.6,0.6,0.9,3.5,3.6,NJN,2006,C,East
7,John Thomas,30,2,0,18,0.5,3,0.167,0,0,NA,0.5,3,0.167,0.167,0,0,NA,3.5,1.5,5,0,0.5,0.5,1,2,1,NJN,2006,C,East
11,Marc Jackson,31,37,0,11.7,1.8,4,0.446,0,0,NA,1.8,4,0.446,0.446,1,1.3,0.792,0.8,1.6,2.4,0.6,0.1,0.2,0.8,1.9,4.6,NJN,2006,C,East
6,Primož Brezec,26,79,79,27.4,5.2,10,0.517,0,0,0,5.2,10,0.518,0.517,2.1,2.8,0.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4,CHA,2006,C,East
13,Jake Voskuhl,28,51,2,16,2.2,5.1,0.437,0,0.1,0.333,2.2,5.1,0.438,0.439,0.8,1.2,0.683,1.2,2.4,3.6,0.8,0.5,0.5,0.6,3.1,5.3,CHA,2006,C,East
5,Shaquille O'Neal,34,40,39,28.4,7.1,12,0.591,0,0,NA,7.1,12,0.591,0.591,3.1,7.4,0.422,2.4,5,7.4,2,0.2,1.4,2.4,3.5,17.3,MIA,2007,C,East
10,Alonzo Mourning,36,77,43,20.4,3.1,5.5,0.56,0,0,NA,3.1,5.5,0.56,0.56,2.4,4,0.601,1.6,2.9,4.5,0.2,0.2,2.3,1.7,2.8,8.6,MIA,2007,C,East
12,Michael Doleac,29,56,0,12.5,1.5,3.1,0.469,0,0,0,1.5,3.1,0.471,0.469,0.6,0.7,0.878,0.8,2,2.8,0.4,0.3,0.3,0.5,1.7,3.6,MIA,2007,C,East
16,Earl Barron,25,28,0,7.3,0.9,3,0.289,0,0,0,0.9,2.9,0.293,0.289,0.6,0.6,0.944,0.7,0.8,1.5,0.2,0.2,0.1,0.4,0.8,2.3,MIA,2007,C,East
3,Eddy Curry,24,81,81,35.2,7.2,12.5,0.576,0,0,1,7.2,12.5,0.575,0.576,5,8.1,0.615,2.4,4.6,7,0.8,0.4,0.5,3.6,3.3,19.5,NYK,2007,C,East
13,Randolph Morris,21,5,0,8.8,0.2,1.2,0.167,0,0,NA,0.2,1.2,0.167,0.167,0.4,1.2,0.333,0.2,1.6,1.8,0.2,0.4,0.2,0.4,0.8,0.8,NYK,2007,C,East
14,Jerome James,31,41,11,6.7,0.8,1.9,0.418,0,0,NA,0.8,1.9,0.418,0.418,0.2,0.4,0.556,0.5,1.1,1.6,0.1,0.1,0.4,0.6,1.8,1.9,NYK,2007,C,East
15,Kelvin Cato,32,18,0,5.3,0.4,1.2,0.318,0,0,NA,0.4,1.2,0.318,0.318,0.4,0.7,0.667,0.7,1.1,1.7,0,0.2,0.6,0.3,0.6,1.2,NYK,2007,C,East
4,Samuel Dalembert,25,82,82,30.9,4.3,8,0.541,0,0,0,4.3,8,0.543,0.541,2,2.7,0.746,2.9,6,8.9,0.8,0.6,1.9,2,3.5,10.7,PHI,2007,C,East
1,Dwight Howard,21,82,82,36.9,6.4,10.6,0.603,0,0,0.5,6.4,10.6,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3,17.6,ORL,2007,C,East
2,Al Jefferson,22,69,60,33.6,6.6,12.8,0.514,0,0,0,6.6,12.8,0.514,0.514,2.9,4.3,0.681,3.4,7.5,11,1.3,0.7,1.5,2,3.4,16,BOS,2007,C,East
